Article_Number,Second_Filter_Flag,Article_Title,Authors,Abstract,Email_Addresses,Publication_Year,DOI,Source_Title,Keyword_Search,Reviewer,Recorder,Decision,Removal_Criteria,study_type,subject_1,subject_2,subject_3,subject_4,hybridization,system,tax_group,country_samp,loc_samp,year_samp,num_samp,gen_time,study_design,type_change,driver_process1,driver_process2,driver_process3,length_process,data_type,tissue_type,preserv_method,extract_method,seq_platform,lib_prep_method,notes,,,,,,,,,
3704,,Temporal variation in spatial genetic structure during population outbreaks: Distinguishing among different potential drivers of spatial synchrony,"Larroque, J; Legault, S; Johns, R; Lumley, L; Cusson, M; Renaut, S; Levesque, RC; James, PMA","Spatial synchrony is a common characteristic of spatio-temporal population dynamics across many taxa. While it is known that both dispersal and spatially autocorrelated environmental variation (i.e., the Moran effect) can synchronize populations, the relative contributions of each, and how they interact, are generally unknown. Distinguishing these mechanisms and their effects on synchrony can help us to better understand spatial population dynamics, design conservation and management strategies, and predict climate change impacts. Population genetic data can be used to tease apart these two processes as the spatio-temporal genetic patterns they create are expected to be different. A challenge, however, is that genetic data are often collected at a single point in time, which may introduce context-specific bias. Spatio-temporal sampling strategies can be used to reduce bias and to improve our characterization of the drivers of spatial synchrony. Using spatio-temporal analyses of genotypic data, our objective was to identify the relative support for these two mechanisms to the spatial synchrony in population dynamics of the irruptive forest insect pest, the spruce budworm (Choristoneura fumiferana), in Quebec (Canada). AMOVA, cluster analysis, isolation by distance, and sPCA were used to characterize spatio-temporal genomic variation using 1,370 SBW larvae sampled over four years (2012-2015) and genotyped at 3,562 SNP loci. We found evidence of overall weak spatial genetic structure that decreased from 2012 to 2015 and a genetic diversity homogenization among the sites. We also found genetic evidence of a long-distance dispersal event over >140 km. These results indicate that dispersal is the key mechanism involved in driving population synchrony of the outbreak. Early intervention management strategies that aim to control source populations have the potential to be effective through limiting dispersal. However, the timing of such interventions relative to outbreak progression is likely to influence their probability of success.",larroque.jeremy@gmail.com,2019,10.1111/eva.12852,EVOLUTIONARY APPLICATIONS,temporal-genetics,EG,AAS,accept,accept,empirical,connectivity,,,,,terrestrial,Insecta,Canada,"site1.site2.site3.site4.site5.site6.site7.site8.site9.site10.site11.site12.site13.site14.site15.site16.site17.site18.site19.site20.site21.site22.site23.site24.site25.site26.site27.site28.site29.site30,site10.site11.site13.site16.site17.site18.site23.site27.site28.site29.site31.site32.site35.site36,site10.site11.site12.site13.site16.site18.site23.site24.site26.site27.site29.site31.site33.site35.site36.site37.site38,site11.site14.site18.site24.site29.site31.site33.site34.site35.site36","2012.06.01,2013.06.01,2014.06.01,2015.06.01","25.24.16.21.21.8.17.12.24.22.23.19.25.25.10.24.24.24.10.15.25.25.7.9.9,25.24.28.31.27.31.18.29.28.33.32.16.32.32,9.16.15.12.15.17.11.14.12.12.12.10.14.14.15.15.10,19.14.19.19.15.15.13.14.12",365,opportunistic,natural,env_variation,invasive_species,,chronic,SNP,body,frozen,Qiagen DNA Blood and Tissue Kit,Illumina_HiSeq,RAD,Generation time: Royama 1984,,,,,,,,,
9581,,Inferring dispersal across a fragmented landscape using reconstructed families in the Glanville fritillary butterfly,"Fountain, T; Husby, A; Nonaka, E; Dileo, MF; Korhonen, JH; Rastas, P; Schulz, T; Saastamoinen, M; Hanski, I","Dispersal is important for determining both species ecological processes, such as population viability, and its evolutionary processes, like gene flow and local adaptation. Yet obtaining accurate estimates in the wild through direct observation can be challenging or even impossible, particularly over large spatial and temporal scales. Genotyping many individuals from wild populations can provide detailed inferences about dispersal. We therefore utilized genomewide marker data to estimate dispersal in the classic metapopulation of the Glanville fritillary butterfly (Melitaea cinxia L.), in the Aland Islands in SW Finland. This is an ideal system to test the effectiveness of this approach due to the wealth of information already available covering dispersal across small spatial and temporal scales, but lack of information at larger spatial and temporal scales. We sampled three larvae per larval family group from 3732 groups over a six-year period and genotyped for 272 SNPs across the genome. We used this empirical data set to reconstruct cases where full-sibs were detected in different local populations to infer female effective dispersal distance, that is, dispersal events directly contributing to gene flow. On average this was one kilometre, closely matching previous dispersal estimates made using direct observation. To evaluate our power to detect full-sib families, we performed forward simulations using an individual-based model constructed and parameterized for the Glanville fritillary metapopulation. Using these simulations, 100% of predicted full-sibs were correct and over 98% of all true full-sib pairs were detected. We therefore demonstrate that even in a highly dynamic system with a relatively small number of markers, we can accurately reconstruct full-sib families and for the first time make inferences on female effective dispersal. This highlights the utility of this approach in systems where it has previously been impossible to obtain accurate estimates of dispersal over both ecological and evolutionary scales.",toby.fountain@ebc.uu.se,2018,10.1111/eva.12552,EVOLUTIONARY APPLICATIONS,temporal-genetics,EG,AAS,accept,accept,empirical,connectivity,,,,,terrestrial,Insecta,Finland,"Sottunga.Foglo.Saltvik,Sottunga.Foglo.Saltvik,Sottunga.Foglo.Saltvik,Sottunga.Foglo.Saltvik,Sottunga.Foglo.Saltvik,Sottunga.Foglo.Saltvik","2007.01.01,2008.01.01,2009.01.01,2010.01.01,2011.01.01,2012.01.01","114.259.495,37.80.187,49.63.835,21.22.456,34.99.2017,69.285.3200",365,pre-designed,natural,NA,,,NA,SNP,body,NA,NucleoSpin 96 Tissue Core Kit (Macherey-Nagel),KASP platform,RNA,"Generation time: Hanski et al., 2017; no real driver or sample storage",,,,,,,,,
1113,,Biogeography of squirrel monkeys (genus Saimiri): South-central Amazon origin and rapid pan-Amazonian diversification of a lowland primate,"Alfaro, JWL; Boubli, JP; Paim, FP; Ribas, CC; da Silva, MNF; Messias, MR; Rohe, F; Merces, MP; Silva, JS; Silva, CR; Pinho, GM; Koshkarian, G; Nguyen, MTT; Harada, ML; Rabelo, RM; Queiroz, HL; Alfaro, ME; Farias, IP","The squirrel monkey, Saimiri, is a pan-Amazonian Pleistocene radiation. We use statistical phylogeographic methods to create a mitochondria] DNA-based timetree for 118 squirrel monkey samples across 68 localities spanning all Amazonian centers of endemism, with the aim of better understanding (1) the effects of rivers as barriers to dispersal and distribution; (2) the area of origin for modern Saimiri; (3) whether ancestral Saimiri was a lowland lake-affiliated or an upland forest taxa; and (4) the effects of Pleistocene climate fluctuation on speciation. We also use our topology to help resolve current controversies in Saimiri taxonomy and species relationships. The Rondonia and Inambari centers in the southern Amazon were recovered as the most likely areas of origin for Saimiri. The Amazon River proved a strong barrier to dispersal, and squirrel monkey expansion and diversification was rapid, with all speciation events estimated to occur between 1.4 and 0.6 Ma, predating the last three glacial maxima and eliminating climate extremes as the main driver of squirrel monkey speciation. Saimiri expansion was concentrated first in central and western Amazonia, which according to the """"Young Amazon"""" hypothesis was just becoming available as floodplain habitat with the draining of the Amazon Lake. Squirrel monkeys also expanded and diversified east, both north and south of the Amazon, coincident with the formation of new rivers. This evolutionary history is most consistent with a Young Amazon Flooded Forest Taxa model, suggesting Saimiri has always maintained a lowland wetlands niche and was able to greatly expand its range with the transition from a lacustrine to a riverine system in Amazonia. Saimiri vanzolinii was recovered as the sister group to one clade of Saimiri ustus, discordant with the traditional Gothic vs. Roman morphological division of squirrel monkeys. We also found paraphyly within each of the currently recognized species: S. sciureus, S. ustus, and S. macrodon. We discuss evidence for taxonomic revision within the genus Saimiri, and the need for future work using nuclear markers. (C) 2014 Elsevier Inc. All rights reserved.",jlynchalfaro@ucla.edu; j.p.boubli@salford.ac.uk; fernanda@mamiraua.org.br; camilaribas@gmail.com; mndasilva@gmail.com; messias.malu@gmail.com; fabio@gmail.com; michellemercesmasto@gmail.com; cazuza.junior@gmail.com; crsilva.ap@gmail.com; gabriela.m.pinho@gmail.com; gohark1989@ucla.edu; mttn.pro@gmail.com; harada@ufpa.com.br; rmrabelo@gmail.com; helder@mamiraua.org.br; michaelalfaro@ucla.edu; izeni@evoamazon.net,2015,10.1016/j.ympev.2014.09.004,MOLECULAR PHYLOGENETICS AND EVOLUTION,museum-dna,JW,AAS,reject,phylogenetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,,Dragons in our midst: Phyloforensics of illegally traded Southeast Asian monitor lizards,"Welton, LJ; Siler, CD; Linkem, GW; Diesmos, AC; Diesmos, ML; Sy, E; Brown, RM","We provide a phylogenetic and population genetic evaluation of the illegal pet and bush meat trade of monitor lizards in the Philippines. We use a molecular dataset assembled from vouchered samples with known localities throughout the country, as a reference for statistical phylogenetic, population genetic, and DNA barcoding analyses of genetic material obtained during a three year survey of the Manila pet trade. Our results provide the first genetic evaluation of a major Southeast Asian city's illegal trade in monitors and allow us to establish several important conclusions regarding actual, versus reported, origins of Manila's black market Varanus. Monitor lizards are clearly transported throughout the archipelago for trade; we identified genotypes from areas surrounding Manila, the distinct Bicol faunal subregion of Luzon, Mindanao Island, the Visayan islands, islands of the Romblon Province, the Babuyan islands, and Mindoro Island. Numerous species are involved, including multiple endemic Philippine taxa, the threatened Gray's monitor (Varanus olivaceus), and the presumably non-Philippine rough-neck monitor (Varanus rudicollis). Our results suggest that traders frequently and deliberately misrepresent the provenance of traded animals, in an apparent effort to increase their perceived market value. (C) 2012 Elsevier Ltd. All rights reserved.",lwelton80@gmail.com; camsiler@ku.edu,2013,10.1016/j.biocon.2012.10.013,BIOLOGICAL CONSERVATION,museum-dna,JW,AAS,reject,phylogenetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,,Genetic Structure and Phylogeography of the Leopard Cat (Prionailurus bengalensis) Inferred from Mitochondrial Genomes,"Patel, RP; Wutke, S; Lenz, D; Mukherjee, S; Ramakrishnan, U; Veron, G; Fickel, J; Wilting, A; Forster, DW","The Leopard cat Prionailurus bengalensis is a habitat generalist that is widely distributed across Southeast Asia. Based on morphological traits, this species has been subdivided into 12 subspecies. Thus far, there have been few molecular studies investigating intraspecific variation, and those had been limited in geographic scope. For this reason, we aimed to study the genetic structure and evolutionary history of this species across its very large distribution range in Asia. We employed both PCR-based (short mtDNA fragments, 94 samples) and high throughput sequencing based methods (whole mitochondrial genomes, 52 samples) on archival, noninvasively collected and fresh samples to investigate the distribution of intraspecific genetic variation. Our comprehensive sampling coupled with the improved resolution of a mitochondrial genome analyses provided strong support for a deep split between Mainland and Sundaic Leopard cats. Although we identified multiple haplogroups within the species' distribution, we found no matrilineal evidence for the distinction of 12 subspecies. In the context of Leopard cat biogeography, we cautiously recommend a revision of the Prionailurus bengalensis subspecific taxonomy: namely, a reduction to 4 subspecies (2 mainland and 2 Sundaic forms).",patel@izw-berlin.de,2017,10.1093/jhered/esx017,JOURNAL OF HEREDITY,historical-dna,JW,AAS,reject,non-temporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,,Mitochondrial phylogeography and subspecies of the wide-ranging sub-Saharan leopard tortoise Stigmochelys pardalis (Testudines: Testudinidae) – A case study for the pitfalls of pseudogenes and GenBank sequences,"Fritz, U; Daniels, SR; Hofmeyr, MD; Gonzalez, J; Barrio-Amoros, CL; Siroky, P; Hundsdorfer, AK; Stuckas, H","The leopard tortoise (Stigmochelys pardalis) is the most widely distributed sub-Saharan tortoise species, with a range extending from the Horn of Africa all over eastern Africa to the Republic of South Africa, Namibia and southernmost Angola. Using 1938 bp of mitochondrial DNA (cyt b gene, partial ND4 gene plus adjacent tRNA genes) from a nearly range-wide sampling, we examined its phylogeographic structure and compared our findings with previously published GenBank sequences. We identified seven major clades that are largely parapatrically distributed. A few records of distinct haplotypes at the same locality or in close proximity could be the result of translocation of tortoises by man. The greatest diversity occurs in the south of the species' range, with five out of the seven clades. Testing for isolation-by-distance suggests that the observed phylogeographic structure is the result of restricted geographical gene flow and not of historical vicariance. This is in sharp contrast to wide-ranging thermophilic reptiles from the western Palaearctic, whose phylogeographic structure was significantly shaped by Pleistocene range interruptions, but also by earlier dispersal and vicariant events. Most cyt b sequences of S. pardalis from GenBank turned out to be nuclear pseudogenes, or to be of chimerical origin from such pseudogenes and authentic mitochondrial sequences, which argues for caution regarding uncritical usage of GenBank sequences. The recent revalidation of the two subspecies of S. pardalis was based on such a chimerical sequence that was erroneously identified with the subspecies S. p. babcocki. Furthermore, according to our data, the distribution of mitochondrial clades does match neither the traditional subspecies ranges nor the pronounced geographical size variation of leopard tortoises. We conclude that there is no rationale for recognizing subspecies within S. pardalis.",uwe.fritz@senckenberg.de; srd@sun.ac.za; mdhofmeyr@uwc.ac.za; eurorep@arrakis.es; cesarba@yahoo.com; sirokyp@vfu.cz; anna.hundsdoerfer@senckenberg.de; heiko.stuckas@senckenberg.de,2010,10.1111/j.1439-0469.2010.00565.x,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,historical-dna,JW,AAS,reject,phylogenetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,,"Hidden Diversity of African Yellow House Bats (Vespertilionidae, Scotophilus): Insights From Multilocus Phylogenetics and Lineage Delimitation  ","Demos, TC; Webala, PW; Bartonjo, M; Patterson, BD","The genus Scotophilus contains 21 currently recognized species ranging throughout Africa and Southeast Asia. Among the 13 species recognized from continental Africa, systematic relationships remain poorly understood. Taxonomic uncertainty regarding names, suggestions of polytypic species complexes, and undescribed cryptic diversity all contribute to the current confusion. To gain insights into the systematics of this group, we inferred single locus and multi-locus phylogenies and conducted lineage delimitation analyses using seven unlinked genes for specimens from across Africa. Recent collections from Kenya allowed us to carry out population-level analyses for the diverse assemblage of East African Scotophilus. Multi-locus coalescent delimitation methods indicated strong support for three recently named lineages thought to be restricted to Kenya and Tanzania; it also uncovered two new distinctive lineages at present known only from Kenya. Subsequent taxonomic assessments that integrate these genetic data with phenotypic, distributional, and/or ecological traits are needed to establish these lineages as valid species. Nevertheless, as many as 15 Scotophilus species may occur in continental Africa, 10 of these in Kenya alone. Our analysis highlights the importance of population-level surveys for the detection of cryptic diversity in understudied regions such as the Afrotropics.",tdemos@fieldmuseum.org,2018,10.3389/fevo.2018.00086,FRONTIERS IN ECOLOGY AND EVOLUTION,historical-dna,KC,AAS,reject,phylogenetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6697,,Strong philopatry derived from capture–recapture records does not lead to fine-scale genetic differentiation in lesser kestrels,"Alcaide, M; Serrano, D; Tella, JL; Negro, JJ","The integration of capture-recapture and molecular approaches can improve our understanding of the consequences of habitat fragmentation on population connectivity. Here we employed microsatellites to test dispersal hypotheses derived from intense and long-term ringing programmes of the lesser kestrel Falco naumanni in Western Europe. Re-encounters of 1308 marked individuals in Spain have revealed that most first-time breeders settled within 10 km from their natal colony, with a negative association between dispersal and geographical distance. Although these findings would predict fine-scale spatial patterns of genetic differentiation, the genetic impact of rarely reported events concerning long-distance effective dispersal (> 100 km) is unknown. First, we investigated a spatially structured and geographically isolated population located in north-eastern Spain, where capture-recapture records and genetic data could be appropriately compared over similar spatial and temporal scales. Spatial autocorrelation analyses (N = 174 nestlings from different broods) did not reveal either significant differences in average relatedness at any distance class nor decreased relatedness as a function of distance. At a broader spatial scale, Bayesian analysis of population structure (N = 432 nestlings) indicated panmixia across Western Europe. However, F-ST comparisons between four geographically distinct populations indicated low but significant genetic differentiation. Our genetic data would therefore challenge traditional assumptions associating philopatry with the emergence of fine-scale genetic structuring. This could be because even low levels of gene flow are enough to preclude the development of local genetic structure. Nevertheless, the analysis of a geographically isolated and small population from Southern France exemplifies a situation in which restricted dispersal has translated into weak but consistently significant genetic differentiation. Relevant to conservation genetics and evolutionary biology, our results may lessen the genetic concerns derived from population fragmentation at relatively small geographical scales in species with apparently limited dispersal abilities, but raises concerns about increased genetic divergence in small and isolated demes.",malcaide@ebd.csic.es,2009,10.1111/j.1365-2656.2008.01493.x,JOURNAL OF ANIMAL ECOLOGY,temporal-genetics,KC,AAS,reject,non-temporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,Molecular population genetics of a host-associated sibling species complex of phytophagous ladybird beetles (Coleoptera: Coccinellidae: Epilachninae),"Kobayashi, N; Kumagai, M; Minegishi, D; Tamura, K; Aotsuka, T; Katakura, H","To clarify evolutionary relationships and assess the intensity and persistence of reproductive isolation because of host fidelity in three closely related host-associated phytophagous ladybird beetles (Henosepilachna pustulosa, Henosepilachna niponica and Henosepilachna yasutomii), we determined sequences of part of the nuclear DNA internal transcribed spacer-II (ITS-2) region (388 bp long) for 70 individuals from seven populations, and part of the mitochondrial cytochrome c oxidase subunit I (COI) gene (985 bp long) for 280 individuals from 28 populations across the three species. We failed to detect any polymorphic sites in the ITS-2 region. We detected 59 COI haplotypes, among which two were shared by different species. While a haplotype network and a phylogenetic gene tree of the COI haplotypes did not support monophyly for any of the three species, the results of AMOVA did not invalidate the classification of these beetles into three species. The isolation-with-migration analytic (IMa) test suggested that gene flow between allopatric species (i.e., H. pustulosa versus H. niponica; H. pustulosa versus H. yasutomii) was well prevented, probably because of their limited dispersal power. On the other hand, the IMa test detected a low level of unidirectional gene flow between the sympatric species H. niponica and H. yasutomii, from the former to the latter. This result was consistent with a survival rate of F1 hybrids between the two species that is higher on the host plant of H. yasutomii than on the host plant of H. niponica. High F(ST) values among two sympatric and three nearly sympatric population pairs of H. niponica and H. yasutomii, however, indicated that gene flow between the two species has been quite restricted even if it has occurred. Because no reproductive barriers other than the difference in host plants is known for sympatric H. niponica and H. yasutomii, our results suggest that host differentiation and associated ecological divergence function as an effective reproductive barrier between the two species.Resume Genetique moleculaire des populations d'un complexe d'especes jumelles de coccinelles phytophages avec specificite d'hote (Coleoptera: Coccinellidae: Epilachninae) En vue d'eclaircir les relations phylogenetiques et de mesurer l'intensite et la persistence de l'isolement reproductif du a la specificite d'hote chez trois coccinelles phytophages (Henosepilachna pustulosa, H. niponica et H. yasutomii), nous avons determine d'une part, les sequences de la region ITS-2 (388 pb) de l'ADN nucleaire chez 70 individus dans 7 populations et d'autre part, d'une partie du gene mitochondrial cytochrome c oxydase sous unite I (COI; 985 pb) chez 280 individus provenant de 28 populations. Aucun site polymorphique n'a ete detecte dans la regioon ITS-2. Nous avons detecte 59 haplotypes COI dont deux etaient communs a des especes differentes. Un reseau d'haplotypes pour les trois especes n'a pas montre leur monophylie mais une AMOVA n'a pas refute l'hypothese de l'existence de trois especes. Le test analytique de migration-avec-isolement (IMa) a suggere que l'echange genique entre des especes allopatriques (H. pustulosa versus. H. niponica; H. pustulosa versus. H. yasutomii) est bien empeche, sans doute a cause de leur pouvoir de dispersion limite. Par ailleurs, le test IMa a detecte un flux genique unidirectionel faible entre les especes sympatriques H. niponica et H. yasutomii, du premier au second. Ce resultat est en accord avec le fait que le taux de survie des hybrides F1 entre ces deux especes est superieur sur la plante hote de H. yasutomii que sur celle de H. niponica. Cependant, des valeurs elevees de F(ST) pour deux paires de populations sympatriques et trois paires presque sympatriques de H. niponica et H. yasutomii ont montre des echanges de genes nuls ou tres restreints entre ces deux especes. Malgre l'absence de barriere reproductive autre que la difference de plantes hotes entre les populations sympatriques de H. niponica et H. yasutomii, nos resultats suggerent que la specificite d'hote et la divergence ecologique qui en resulte constituent une barriere reproductive efficace entre les deux especes.",nkoba@museum.hokudai.ac.jp; ayamo@t.vodafone.ne.jp; minegishi@t-kagaku.co.jp; koichiro-tamura@c.metro-u.ac.jp; aotsuka-tada-shi@c.metro-u.ac.jp; katakura@sci.hokudai.ac.jp,2011,10.1111/j.1439-0469.2010.00581.x,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,historical-dna,KF,BR,reject,non-temporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,,Spatial and temporal population genetic structure of four northeastern Pacific littorinid gastropods: the effect of mode of larval development on variation at one mitochondrial and two nuclear DNA markers,"Lee, HJE; Boulding, EG","We investigated the effect of development mode on the spatial and temporal population genetic structure of four littorinid gastropod species. Snails were collected from the same three sites on the west coast of Vancouver Island, Canada in 1997 and again in 2007. DNA sequences were obtained for one mitochondrial gene, cytochrome b (Cyt b), and for up to two nuclear genes, heat shock cognate 70 (HSC70) and aminopeptidase N intron (APN54). We found that the mean level of genetic diversity and long-term effective population sizes (N-e) were significantly greater for two species, Littorina scutulata and L. plena, that had a planktotrophic larval stage than for two species, Littorina sitkana and L. subrotundata, that laid benthic egg masses which hatched directly into crawl-away juveniles. Predictably, two poorly dispersing species, L. sitkana and L. subrotundata, showed significant spatial genetic structure at an 11- to 65-km geographical scale that was not observed in the two planktotrophic species. Conversely, the two planktotrophic species had more temporal genetic structure over a 10-year interval than did the two direct-developing species and showed highly significant temporal structure for spatially pooled samples. The greater temporal genetic variation of the two planktotrophic species may have been caused by their high fecundity, high larval dispersal, and low but spatially correlated early survivorship. The sweepstakes-like reproductive success of the planktotrophic species could allow a few related females to populate hundreds of kilometres of coastline and may explain their substantially larger temporal genetic variance but lower spatial genetic variance relative to the direct-developing species.",boulding@uoguelph.ca,2009,10.1111/j.1365-294X.2009.04169.x,MOLECULAR ECOLOGY,temporal-genetics,KF,BR,accept,accept,empirical,connectivity,,,,no,marine,Gastropoda,Canada,"CapeBeale.PachenaPoint.PortRenfrew,CapeBeale.PachenaPoint.PortRenfrew","2007.08.01,1997.08.01","14.31.20,19.25.44",365,pre-designed,natural,NA,,,NA,mtDNA_seq,muscle,frozen,methylene chloride/isoamyl alcohol,Sanger,PCR,"Littorina plena mtDNA. Generation time based on L. saxatalis, probably similar?",,,,,,,,,
939,,Spatial and temporal population genetic structure of four northeastern Pacific littorinid gastropods: the effect of mode of larval development on variation at one mitochondrial and two nuclear DNA markers,"Lee, HJE; Boulding, EG","We investigated the effect of development mode on the spatial and temporal population genetic structure of four littorinid gastropod species. Snails were collected from the same three sites on the west coast of Vancouver Island, Canada in 1997 and again in 2007. DNA sequences were obtained for one mitochondrial gene, cytochrome b (Cyt b), and for up to two nuclear genes, heat shock cognate 70 (HSC70) and aminopeptidase N intron (APN54). We found that the mean level of genetic diversity and long-term effective population sizes (N-e) were significantly greater for two species, Littorina scutulata and L. plena, that had a planktotrophic larval stage than for two species, Littorina sitkana and L. subrotundata, that laid benthic egg masses which hatched directly into crawl-away juveniles. Predictably, two poorly dispersing species, L. sitkana and L. subrotundata, showed significant spatial genetic structure at an 11- to 65-km geographical scale that was not observed in the two planktotrophic species. Conversely, the two planktotrophic species had more temporal genetic structure over a 10-year interval than did the two direct-developing species and showed highly significant temporal structure for spatially pooled samples. The greater temporal genetic variation of the two planktotrophic species may have been caused by their high fecundity, high larval dispersal, and low but spatially correlated early survivorship. The sweepstakes-like reproductive success of the planktotrophic species could allow a few related females to populate hundreds of kilometres of coastline and may explain their substantially larger temporal genetic variance but lower spatial genetic variance relative to the direct-developing species.",boulding@uoguelph.ca,2009,10.1111/j.1365-294X.2009.04169.x,MOLECULAR ECOLOGY,temporal-genetics,KF,BR,accept,accept,empirical,connectivity,,,,no,marine,Gastropoda,Canada,"CapeBeale.PachenaPoint.PortRenfrew,CapeBeale.PachenaPoint.PortRenfrew","2007.08.01,1997.08.01","10.32.16,11.11.26",365,pre-designed,natural,NA,,,NA,mtDNA_seq,muscle,frozen,methylene chloride/isoamyl alcohol,Sanger,PCR,"Littorina plena nDNA. Generation time based on L. saxatalis, probably similar?",,,,,,,,,
939,,Spatial and temporal population genetic structure of four northeastern Pacific littorinid gastropods: the effect of mode of larval development on variation at one mitochondrial and two nuclear DNA markers,"Lee, HJE; Boulding, EG","We investigated the effect of development mode on the spatial and temporal population genetic structure of four littorinid gastropod species. Snails were collected from the same three sites on the west coast of Vancouver Island, Canada in 1997 and again in 2007. DNA sequences were obtained for one mitochondrial gene, cytochrome b (Cyt b), and for up to two nuclear genes, heat shock cognate 70 (HSC70) and aminopeptidase N intron (APN54). We found that the mean level of genetic diversity and long-term effective population sizes (N-e) were significantly greater for two species, Littorina scutulata and L. plena, that had a planktotrophic larval stage than for two species, Littorina sitkana and L. subrotundata, that laid benthic egg masses which hatched directly into crawl-away juveniles. Predictably, two poorly dispersing species, L. sitkana and L. subrotundata, showed significant spatial genetic structure at an 11- to 65-km geographical scale that was not observed in the two planktotrophic species. Conversely, the two planktotrophic species had more temporal genetic structure over a 10-year interval than did the two direct-developing species and showed highly significant temporal structure for spatially pooled samples. The greater temporal genetic variation of the two planktotrophic species may have been caused by their high fecundity, high larval dispersal, and low but spatially correlated early survivorship. The sweepstakes-like reproductive success of the planktotrophic species could allow a few related females to populate hundreds of kilometres of coastline and may explain their substantially larger temporal genetic variance but lower spatial genetic variance relative to the direct-developing species.",boulding@uoguelph.ca,2009,10.1111/j.1365-294X.2009.04169.x,MOLECULAR ECOLOGY,temporal-genetics,KF,BR,accept,accept,empirical,connectivity,,,,no,marine,Gastropoda,Canada,"CapeBeale.PachenaPoint.PortRenfrew,CapeBeale.PachenaPoint.PortRenfrew","2007.08.01,1997.08.01","46.30.47,48.45.49",365,pre-designed,natural,NA,,,NA,mtDNA_seq,muscle,frozen,methylene chloride/isoamyl alcohol,Sanger,PCR,"Littorina scutulata mtDNA. Generation time based on L. saxatalis, probably similar?",,,,,,,,,
939,,Spatial and temporal population genetic structure of four northeastern Pacific littorinid gastropods: the effect of mode of larval development on variation at one mitochondrial and two nuclear DNA markers,"Lee, HJE; Boulding, EG","We investigated the effect of development mode on the spatial and temporal population genetic structure of four littorinid gastropod species. Snails were collected from the same three sites on the west coast of Vancouver Island, Canada in 1997 and again in 2007. DNA sequences were obtained for one mitochondrial gene, cytochrome b (Cyt b), and for up to two nuclear genes, heat shock cognate 70 (HSC70) and aminopeptidase N intron (APN54). We found that the mean level of genetic diversity and long-term effective population sizes (N-e) were significantly greater for two species, Littorina scutulata and L. plena, that had a planktotrophic larval stage than for two species, Littorina sitkana and L. subrotundata, that laid benthic egg masses which hatched directly into crawl-away juveniles. Predictably, two poorly dispersing species, L. sitkana and L. subrotundata, showed significant spatial genetic structure at an 11- to 65-km geographical scale that was not observed in the two planktotrophic species. Conversely, the two planktotrophic species had more temporal genetic structure over a 10-year interval than did the two direct-developing species and showed highly significant temporal structure for spatially pooled samples. The greater temporal genetic variation of the two planktotrophic species may have been caused by their high fecundity, high larval dispersal, and low but spatially correlated early survivorship. The sweepstakes-like reproductive success of the planktotrophic species could allow a few related females to populate hundreds of kilometres of coastline and may explain their substantially larger temporal genetic variance but lower spatial genetic variance relative to the direct-developing species.",boulding@uoguelph.ca,2009,10.1111/j.1365-294X.2009.04169.x,MOLECULAR ECOLOGY,temporal-genetics,KF,BR,accept,accept,empirical,connectivity,,,,no,marine,Gastropoda,Canada,"CapeBeale.PachenaPoint.PortRenfrew,CapeBeale.PachenaPoint.PortRenfrew","2007.08.01,1997.08.01","40.29.39,26.21.23",365,pre-designed,natural,NA,,,NA,mtDNA_seq,muscle,frozen,methylene chloride/isoamyl alcohol,Sanger,PCR,"Littorina scutulata nDNA. Generation time based on L. saxatalis, probably similar?",,,,,,,,,
